Année;Pays;Cde_Pays;variable;value
2019;Portugal;PRT;Défense;1.9239509032269322
2020;Portugal;PRT;Défense;1.6822181766851092
2021;Portugal;PRT;Défense;1.7398396098622488
2022;Portugal;PRT;Défense;1.7200675040424225
2023;Portugal;PRT;Défense;1.8216290296230513
2002;République slovaque;SVK;Défense;3.1884756760325277
2003;République slovaque;SVK;Défense;2.2186187247599283
2004;République slovaque;SVK;Défense;2.217059629092811
2005;République slovaque;SVK;Défense;1.9852951441865658
2006;République slovaque;SVK;Défense;2.241506257104113
2007;République slovaque;SVK;Défense;2.2572103093007825
2008;République slovaque;SVK;Défense;2.1080521040520424
2009;République slovaque;SVK;Défense;2.076993288892418
2010;République slovaque;SVK;Défense;3.081263472219711
2011;République slovaque;SVK;Défense;2.785752550605624
2012;République slovaque;SVK;Défense;2.7942502562615554
2013;République slovaque;SVK;Défense;2.643873700350767
2014;République slovaque;SVK;Défense;4.0154035256958815
2015;République slovaque;SVK;Défense;2.282280284071237
2016;République slovaque;SVK;Défense;2.4814057824579145
2017;République slovaque;SVK;Défense;3.871584837680771
2018;République slovaque;SVK;Défense;3.0401640477783567
2019;République slovaque;SVK;Défense;2.7814263158935524
2020;République slovaque;SVK;Défense;2.633446056215951
2021;République slovaque;SVK;Défense;3.062766457666552
2022;République slovaque;SVK;Défense;2.3211908916898714
2023;République slovaque;SVK;Défense;2.52329969314237
2002;Allemagne;DEU;Affaires<br>économiques;10.339648604655064
2003;Allemagne;DEU;Affaires<br>économiques;9.994011595978662
2004;Allemagne;DEU;Affaires<br>économiques;9.625376016637576
2005;Allemagne;DEU;Affaires<br>économiques;9.478042519539116
2006;Allemagne;DEU;Affaires<br>économiques;9.318786762899878
2007;Allemagne;DEU;Affaires<br>économiques;9.404731682505494
2008;Allemagne;DEU;Affaires<br>économiques;9.94931668811072
2009;Allemagne;DEU;Affaires<br>économiques;10.300385369088636
2010;Allemagne;DEU;Affaires<br>économiques;12.091058522753906
2011;Allemagne;DEU;Affaires<br>économiques;10.018945985854415
2012;Allemagne;DEU;Affaires<br>économiques;9.960895266323275
2013;Allemagne;DEU;Affaires<br>économiques;9.847365981770432
2014;Allemagne;DEU;Affaires<br>économiques;9.812004830117772
2015;Allemagne;DEU;Affaires<br>économiques;9.845604688875571
2016;Allemagne;DEU;Affaires<br>économiques;9.80384199891412
2017;Allemagne;DEU;Affaires<br>économiques;9.824916877280149
2018;Allemagne;DEU;Affaires<br>économiques;10.001643483977334
2019;Allemagne;DEU;Affaires<br>économiques;10.0608152786358
2020;Allemagne;DEU;Affaires<br>économiques;11.445449102611203
2021;Allemagne;DEU;Affaires<br>économiques;12.854516060166219
2022;Allemagne;DEU;Affaires<br>économiques;11.575641366424684
2023;Allemagne;DEU;Affaires<br>économiques;12.047585890161336
2002;Autriche;AUT;Affaires<br>économiques;9.759373824479068
2003;Autriche;AUT;Affaires<br>économiques;10.23126608924166
2004;Autriche;AUT;Affaires<br>économiques;15.966486697400818
2005;Autriche;AUT;Affaires<br>économiques;12.86118354066792
2006;Autriche;AUT;Affaires<br>économiques;12.867325140771124
2007;Autriche;AUT;Affaires<br>économiques;12.261325793245437
2008;Autriche;AUT;Affaires<br>économiques;12.969018805924634
2009;Autriche;AUT;Affaires<br>économiques;14.453965915540557
2010;Autriche;AUT;Affaires<br>économiques;12.68708109733211
2011;Autriche;AUT;Affaires<br>économiques;12.248748824227865
2012;Autriche;AUT;Affaires<br>économiques;12.66666088888981
2013;Autriche;AUT;Affaires<br>économiques;12.747962950976019
2014;Autriche;AUT;Affaires<br>économiques;13.331920731654437
2015;Autriche;AUT;Affaires<br>économiques;11.646379858366009
2016;Autriche;AUT;Affaires<br>économiques;11.728951894208066
2017;Autriche;AUT;Affaires<br>économiques;12.147933880368301
2018;Autriche;AUT;Affaires<br>économiques;12.254307818388689
2019;Autriche;AUT;Affaires<br>économiques;12.23590271862145
2020;Autriche;AUT;Affaires<br>économiques;17.692801018410847
2021;Autriche;AUT;Affaires<br>économiques;16.80777696122864
2022;Autriche;AUT;Affaires<br>économiques;15.28946283130635
2023;Autriche;AUT;Affaires<br>économiques;14.128332814702974
2024;Autriche;AUT;Affaires<br>économiques;12.84659692039031
2002;Belgique;BEL;Affaires<br>économiques;9.49890073787695
2003;Belgique;BEL;Affaires<br>économiques;10.21857893042898
2004;Belgique;BEL;Affaires<br>économiques;9.449258888353022
2005;Belgique;BEL;Affaires<br>économiques;14.85956338460888
2006;Belgique;BEL;Affaires<br>économiques;11.424953164279286
2007;Belgique;BEL;Affaires<br>économiques;11.564086921816628
2008;Belgique;BEL;Affaires<br>économiques;11.996477025920063
2009;Belgique;BEL;Affaires<br>économiques;12.377196021754939
2010;Belgique;BEL;Affaires<br>économiques;12.665886943553495
2011;Belgique;BEL;Affaires<br>économiques;13.61446436377019
2012;Belgique;BEL;Affaires<br>économiques;13.814620186971055
2013;Belgique;BEL;Affaires<br>économiques;12.525283386990175
2014;Belgique;BEL;Affaires<br>économiques;13.230107404220506
2015;Belgique;BEL;Affaires<br>économiques;12.750971325410873
2016;Belgique;BEL;Affaires<br>économiques;12.597230541867614
2017;Belgique;BEL;Affaires<br>économiques;12.381138994006022
2018;Belgique;BEL;Affaires<br>économiques;12.714981955000775
2019;Belgique;BEL;Affaires<br>économiques;12.847145954150355
2020;Belgique;BEL;Affaires<br>économiques;13.218959420206453
2021;Belgique;BEL;Affaires<br>économiques;12.799797958139633
2022;Belgique;BEL;Affaires<br>économiques;12.087562708199375
2023;Belgique;BEL;Affaires<br>économiques;12.674440315836902
2002;Espagne;ESP;Affaires<br>économiques;12.613676790074846
2003;Espagne;ESP;Affaires<br>économiques;12.16585010851343
2004;Espagne;ESP;Affaires<br>économiques;13.978049906193618
2005;Espagne;ESP;Affaires<br>économiques;13.13171798141738
2006;Espagne;ESP;Affaires<br>économiques;13.072737500550865
2007;Espagne;ESP;Affaires<br>économiques;13.654172312181995
2008;Espagne;ESP;Affaires<br>économiques;13.316065443995711
2009;Espagne;ESP;Affaires<br>économiques;12.55560298005676
2010;Espagne;ESP;Affaires<br>économiques;12.717464161825129
2011;Espagne;ESP;Affaires<br>économiques;12.289268050225296
2012;Espagne;ESP;Affaires<br>économiques;17.739677135954317
2013;Espagne;ESP;Affaires<br>économiques;10.797257276118614
2014;Espagne;ESP;Affaires<br>économiques;10.019002182365377
2015;Espagne;ESP;Affaires<br>économiques;10.27578844076455
2016;Espagne;ESP;Affaires<br>économiques;9.133160009054043
2017;Espagne;ESP;Affaires<br>économiques;9.638514048525968
2018;Espagne;ESP;Affaires<br>économiques;10.241000967819506
2019;Espagne;ESP;Affaires<br>économiques;10.015965252321227
2020;Espagne;ESP;Affaires<br>économiques;11.339724629587495
2021;Espagne;ESP;Affaires<br>économiques;12.917673009078353
2022;Espagne;ESP;Affaires<br>économiques;12.106253639441421
2023;Espagne;ESP;Affaires<br>économiques;11.007824340041589
2002;Estonie;EST;Affaires<br>économiques;12.88035345257607
2003;Estonie;EST;Affaires<br>économiques;12.884496199889096
2004;Estonie;EST;Affaires<br>économiques;11.374819971195391
2005;Estonie;EST;Affaires<br>économiques;12.065990378581887
2006;Estonie;EST;Affaires<br>économiques;13.090157081884982
2007;Estonie;EST;Affaires<br>économiques;13.185249238862168
2008;Estonie;EST;Affaires<br>économiques;12.673827708973617
2009;Estonie;EST;Affaires<br>économiques;14.132003069838833
2010;Estonie;EST;Affaires<br>économiques;12.469580291362469
2011;Estonie;EST;Affaires<br>économiques;12.846891471391375
2012;Estonie;EST;Affaires<br>économiques;12.88615661010288
2013;Estonie;EST;Affaires<br>économiques;12.890965562336529
2014;Estonie;EST;Affaires<br>économiques;13.065990245943437
2015;Estonie;EST;Affaires<br>économiques;12.818709763460676
2016;Estonie;EST;Affaires<br>économiques;11.542694299317679
2017;Estonie;EST;Affaires<br>économiques;12.821869675193412
2018;Estonie;EST;Affaires<br>économiques;10.934653195241482
2019;Estonie;EST;Affaires<br>économiques;11.640810170221934
2020;Estonie;EST;Affaires<br>économiques;13.780017169861278
2021;Estonie;EST;Affaires<br>économiques;13.23757089667777
2022;Estonie;EST;Affaires<br>économiques;13.186262393232814
2023;Estonie;EST;Affaires<br>économiques;11.387478132434216
2002;Finlande;FIN;Affaires<br>économiques;10.13999138086831
2003;Finlande;FIN;Affaires<br>économiques;9.603463018383925
2004;Finlande;FIN;Affaires<br>économiques;9.580784570204798
2005;Finlande;FIN;Affaires<br>économiques;9.574191310380712
2006;Finlande;FIN;Affaires<br>économiques;9.680680765018113
2007;Finlande;FIN;Affaires<br>économiques;9.500304202587444
2008;Finlande;FIN;Affaires<br>économiques;9.68484209847206
2009;Finlande;FIN;Affaires<br>économiques;9.158232032958649
2010;Finlande;FIN;Affaires<br>économiques;8.985270532209027
2011;Finlande;FIN;Affaires<br>économiques;8.880472171575722
2012;Finlande;FIN;Affaires<br>économiques;8.76215223332288
2013;Finlande;FIN;Affaires<br>économiques;8.475174253506584
2014;Finlande;FIN;Affaires<br>économiques;8.540430267062314
2015;Finlande;FIN;Affaires<br>économiques;8.453673357913424
2016;Finlande;FIN;Affaires<br>économiques;8.132550392031497
2017;Finlande;FIN;Affaires<br>économiques;8.10232746134932
2018;Finlande;FIN;Affaires<br>économiques;7.952675318295328
2019;Finlande;FIN;Affaires<br>économiques;7.986672936975427
2020;Finlande;FIN;Affaires<br>économiques;9.209648774419806
2021;Finlande;FIN;Affaires<br>économiques;9.202570330335586
2022;Finlande;FIN;Affaires<br>économiques;8.537673555341401
2023;Finlande;FIN;Affaires<br>économiques;8.21646571336782
2002;France;FRA;Affaires<br>économiques;9.190236346144717
2003;France;FRA;Affaires<br>économiques;9.311718255353881
2004;France;FRA;Affaires<br>économiques;9.289049623411302
2005;France;FRA;Affaires<br>économiques;9.495268221283148
2006;France;FRA;Affaires<br>économiques;9.2423366690468
2007;France;FRA;Affaires<br>économiques;9.35467718464071
2008;France;FRA;Affaires<br>économiques;9.289760747921374
2009;France;FRA;Affaires<br>économiques;9.130969213566159
2010;France;FRA;Affaires<br>économiques;9.294206375414205
2011;France;FRA;Affaires<br>économiques;9.0292492962724
2012;France;FRA;Affaires<br>économiques;9.343331303200515
2013;France;FRA;Affaires<br>économiques;10.303503254695299
2014;France;FRA;Affaires<br>économiques;10.575804536877936
2015;France;FRA;Affaires<br>économiques;10.778007236873131
2016;France;FRA;Affaires<br>économiques;10.371817729844688
2017;France;FRA;Affaires<br>économiques;11.293912613119497
2018;France;FRA;Affaires<br>économiques;10.642598761328907
2019;France;FRA;Affaires<br>économiques;9.642665247516655
2020;France;FRA;Affaires<br>économiques;11.344713742084416
2021;France;FRA;Affaires<br>économiques;11.896277123421859
2022;France;FRA;Affaires<br>économiques;11.596790002861324
2023;France;FRA;Affaires<br>économiques;11.050212623848088
2002;Grèce;GRC;Affaires<br>économiques;11.434678065722684
2003;Grèce;GRC;Affaires<br>économiques;11.616579689280787
2004;Grèce;GRC;Affaires<br>économiques;13.123800643993192
2005;Grèce;GRC;Affaires<br>économiques;9.642204058251998
2006;Grèce;GRC;Affaires<br>économiques;8.096284539942213
2007;Grèce;GRC;Affaires<br>économiques;8.914615440800526
2008;Grèce;GRC;Affaires<br>économiques;11.03778415324973
2009;Grèce;GRC;Affaires<br>économiques;9.807813558134647
2010;Grèce;GRC;Affaires<br>économiques;8.434577470722049
2011;Grèce;GRC;Affaires<br>économiques;7.894595945174186
2012;Grèce;GRC;Affaires<br>économiques;13.382178144268627
2013;Grèce;GRC;Affaires<br>économiques;26.908266075855884
2014;Grèce;GRC;Affaires<br>économiques;8.371380048082225
2015;Grèce;GRC;Affaires<br>économiques;14.124911491524012
2016;Grèce;GRC;Affaires<br>économiques;8.7345003646973
2017;Grèce;GRC;Affaires<br>économiques;7.306317597363413
2018;Grèce;GRC;Affaires<br>économiques;7.681791772519624
2019;Grèce;GRC;Affaires<br>économiques;8.509288627095605
2020;Grèce;GRC;Affaires<br>économiques;16.53949143328837
2021;Grèce;GRC;Affaires<br>économiques;18.755731315910133
2022;Grèce;GRC;Affaires<br>économiques;18.65590125434652
2023;Grèce;GRC;Affaires<br>économiques;11.899405791516173
2002;Irlande;IRL;Affaires<br>économiques;11.495447133998974
2003;Irlande;IRL;Affaires<br>économiques;11.00491438778555
2004;Irlande;IRL;Affaires<br>économiques;10.025803779744832
2005;Irlande;IRL;Affaires<br>économiques;9.534909400694794
2006;Irlande;IRL;Affaires<br>économiques;10.504044615482778
2007;Irlande;IRL;Affaires<br>économiques;10.117613089426925
2008;Irlande;IRL;Affaires<br>économiques;12.680355175192625
2009;Irlande;IRL;Affaires<br>économiques;13.806047630685619
2010;Irlande;IRL;Affaires<br>économiques;38.63435155325326
2011;Irlande;IRL;Affaires<br>économiques;16.080048267834208
2012;Irlande;IRL;Affaires<br>économiques;7.624938877728805
2013;Irlande;IRL;Affaires<br>économiques;7.650745920077413
2014;Irlande;IRL;Affaires<br>économiques;8.102487209488348
2015;Irlande;IRL;Affaires<br>économiques;10.585910059650667
2016;Irlande;IRL;Affaires<br>économiques;8.79749412966525
2017;Irlande;IRL;Affaires<br>économiques;8.497507260521454
2018;Irlande;IRL;Affaires<br>économiques;9.390781712959893
2019;Irlande;IRL;Affaires<br>économiques;9.293817457072889
2020;Irlande;IRL;Affaires<br>économiques;12.749162658827442
2021;Irlande;IRL;Affaires<br>économiques;12.95394103471005
2022;Irlande;IRL;Affaires<br>économiques;9.880338228430862
2023;Irlande;IRL;Affaires<br>économiques;9.010254225100157
2002;Italie;ITA;Affaires<br>économiques;9.127027447296685
2003;Italie;ITA;Affaires<br>économiques;8.651454270765027
2004;Italie;ITA;Affaires<br>économiques;8.374197361862429
2005;Italie;ITA;Affaires<br>économiques;8.440240159350124
2006;Italie;ITA;Affaires<br>économiques;10.397428120829796
2007;Italie;ITA;Affaires<br>économiques;8.47669456482186
2008;Italie;ITA;Affaires<br>économiques;8.036578374039674
2009;Italie;ITA;Affaires<br>économiques;8.805469824217784
2010;Italie;ITA;Affaires<br>économiques;8.021501346006103
2011;Italie;ITA;Affaires<br>économiques;8.079488129331278
2012;Italie;ITA;Affaires<br>économiques;8.557747715943568
2013;Italie;ITA;Affaires<br>économiques;8.28317578187009
2014;Italie;ITA;Affaires<br>économiques;8.949305234127902
2015;Italie;ITA;Affaires<br>économiques;9.387885996548977
2016;Italie;ITA;Affaires<br>économiques;8.551980331410466
2017;Italie;ITA;Affaires<br>économiques;9.465238568062842
2018;Italie;ITA;Affaires<br>économiques;8.745590895650615
2019;Italie;ITA;Affaires<br>économiques;8.690358723348726
2020;Italie;ITA;Affaires<br>économiques;10.420807427216818
2021;Italie;ITA;Affaires<br>économiques;11.963649678449894
2022;Italie;ITA;Affaires<br>économiques;11.806078535621365
2023;Italie;ITA;Affaires<br>économiques;10.838841318492417
2002;Lettonie;LVA;Affaires<br>économiques;12.61707333650513
2003;Lettonie;LVA;Affaires<br>économiques;14.6254043455941
2004;Lettonie;LVA;Affaires<br>économiques;14.419591207096028
2005;Lettonie;LVA;Affaires<br>économiques;16.44903892475697
2006;Lettonie;LVA;Affaires<br>économiques;16.570030600535514
2007;Lettonie;LVA;Affaires<br>économiques;15.920463994041942
2008;Lettonie;LVA;Affaires<br>économiques;19.392681597083204
2009;Lettonie;LVA;Affaires<br>économiques;20.018524113426366
2010;Lettonie;LVA;Affaires<br>économiques;22.740983622349514
2011;Lettonie;LVA;Affaires<br>économiques;18.831050228310502
2012;Lettonie;LVA;Affaires<br>économiques;17.750469704086424
2013;Lettonie;LVA;Affaires<br>économiques;16.699470426441273
2014;Lettonie;LVA;Affaires<br>économiques;16.75121107830824
2015;Lettonie;LVA;Affaires<br>économiques;15.79592111887994
2016;Lettonie;LVA;Affaires<br>économiques;15.004576873076111
2017;Lettonie;LVA;Affaires<br>économiques;15.292064836800442
2018;Lettonie;LVA;Affaires<br>économiques;15.623407137420836
2019;Lettonie;LVA;Affaires<br>économiques;13.420545156340754
2020;Lettonie;LVA;Affaires<br>économiques;17.489040259167908
2021;Lettonie;LVA;Affaires<br>économiques;17.695952665936172
2022;Lettonie;LVA;Affaires<br>économiques;18.26462023377842
2023;Lettonie;LVA;Affaires<br>économiques;14.736469126148519
2002;Lituanie;LTU;Affaires<br>économiques;12.272089236585503
2003;Lituanie;LTU;Affaires<br>économiques;11.690780516914238
2004;Lituanie;LTU;Affaires<br>économiques;11.938028704495771
2005;Lituanie;LTU;Affaires<br>économiques;11.42051979914438
2006;Lituanie;LTU;Affaires<br>économiques;12.293837829986563
2007;Lituanie;LTU;Affaires<br>économiques;12.109660380601884
2008;Lituanie;LTU;Affaires<br>économiques;12.366401671389262
2009;Lituanie;LTU;Affaires<br>économiques;8.819639671381887
2010;Lituanie;LTU;Affaires<br>économiques;10.908236907401697
2011;Lituanie;LTU;Affaires<br>économiques;12.624480369515013
2012;Lituanie;LTU;Affaires<br>économiques;10.059232873875155
2013;Lituanie;LTU;Affaires<br>économiques;12.280127391908255
2014;Lituanie;LTU;Affaires<br>économiques;10.331124788658357
2015;Lituanie;LTU;Affaires<br>économiques;11.279902999253373
2016;Lituanie;LTU;Affaires<br>économiques;9.978124343711627
2017;Lituanie;LTU;Affaires<br>économiques;9.487153676676998
2018;Lituanie;LTU;Affaires<br>économiques;9.084981666064143
2019;Lituanie;LTU;Affaires<br>économiques;8.967891203191824
2020;Lituanie;LTU;Affaires<br>économiques;13.648072952139515
2021;Lituanie;LTU;Affaires<br>économiques;11.070162187063536
2022;Lituanie;LTU;Affaires<br>économiques;11.453934574068885
2023;Lituanie;LTU;Affaires<br>économiques;8.777688591310628
2002;Luxembourg;LUX;Affaires<br>économiques;14.863345913972935
2003;Luxembourg;LUX;Affaires<br>économiques;14.744740808126485
2004;Luxembourg;LUX;Affaires<br>économiques;15.045382737909105
2005;Luxembourg;LUX;Affaires<br>économiques;14.431838396616135
2006;Luxembourg;LUX;Affaires<br>économiques;14.031745041322926
2007;Luxembourg;LUX;Affaires<br>économiques;13.657684903773932
2008;Luxembourg;LUX;Affaires<br>économiques;12.837645018061558
2009;Luxembourg;LUX;Affaires<br>économiques;12.962413158363518
2010;Luxembourg;LUX;Affaires<br>économiques;12.974292083775794
2011;Luxembourg;LUX;Affaires<br>économiques;12.56420711551844
2012;Luxembourg;LUX;Affaires<br>économiques;12.11923229355308
2013;Luxembourg;LUX;Affaires<br>économiques;11.866446230698063
2014;Luxembourg;LUX;Affaires<br>économiques;12.42025859609481
2015;Luxembourg;LUX;Affaires<br>économiques;12.78953442576158
2016;Luxembourg;LUX;Affaires<br>économiques;13.103502811907614
2017;Luxembourg;LUX;Affaires<br>économiques;13.089610117544066
2018;Luxembourg;LUX;Affaires<br>économiques;12.21904058252534
2019;Luxembourg;LUX;Affaires<br>économiques;12.19145297110544
2020;Luxembourg;LUX;Affaires<br>économiques;12.28192934133276
2021;Luxembourg;LUX;Affaires<br>économiques;12.655521328062608
2022;Luxembourg;LUX;Affaires<br>économiques;12.43902474901629
2023;Luxembourg;LUX;Affaires<br>économiques;13.1017305183673
2024;Luxembourg;LUX;Affaires<br>économiques;12.602570260551065
2002;Pays-Bas;NLD;Affaires<br>économiques;12.982837858839725
2003;Pays-Bas;NLD;Affaires<br>économiques;12.673933898751159
2004;Pays-Bas;NLD;Affaires<br>économiques;12.206173411378279
2005;Pays-Bas;NLD;Affaires<br>économiques;11.666049040875723
2006;Pays-Bas;NLD;Affaires<br>économiques;11.239022350262534
2007;Pays-Bas;NLD;Affaires<br>économiques;11.094906221935235
2008;Pays-Bas;NLD;Affaires<br>économiques;11.450773607160205
2009;Pays-Bas;NLD;Affaires<br>économiques;12.351233386635908
2010;Pays-Bas;NLD;Affaires<br>économiques;11.832997584518
2011;Pays-Bas;NLD;Affaires<br>économiques;11.343709319243434
2012;Pays-Bas;NLD;Affaires<br>économiques;10.783869795087977
2013;Pays-Bas;NLD;Affaires<br>économiques;10.547207079086672
2014;Pays-Bas;NLD;Affaires<br>économiques;10.238787336137156
2015;Pays-Bas;NLD;Affaires<br>économiques;9.71083065466878
2016;Pays-Bas;NLD;Affaires<br>économiques;9.883994827351799
2017;Pays-Bas;NLD;Affaires<br>économiques;9.789789415652574
2018;Pays-Bas;NLD;Affaires<br>économiques;9.88109881098811
2019;Pays-Bas;NLD;Affaires<br>économiques;9.765027854276045
2020;Pays-Bas;NLD;Affaires<br>économiques;13.893492700645785
2021;Pays-Bas;NLD;Affaires<br>économiques;13.504622761632668
2022;Pays-Bas;NLD;Affaires<br>économiques;13.023972299916695
2023;Pays-Bas;NLD;Affaires<br>économiques;11.843882597562535
2002;Portugal;PRT;Affaires<br>économiques;11.21847662676371
2003;Portugal;PRT;Affaires<br>économiques;11.151475217319618
2004;Portugal;PRT;Affaires<br>économiques;11.446950011398403
2005;Portugal;PRT;Affaires<br>économiques;10.947904563470608
2006;Portugal;PRT;Affaires<br>économiques;9.441376766075399
2007;Portugal;PRT;Affaires<br>économiques;9.255074440577038
2008;Portugal;PRT;Affaires<br>économiques;8.380388872433448
2009;Portugal;PRT;Affaires<br>économiques;9.433542786129017
2010;Portugal;PRT;Affaires<br>économiques;12.353845926352
2011;Portugal;PRT;Affaires<br>économiques;9.145318999409687
2012;Portugal;PRT;Affaires<br>économiques;8.230832476451077
2013;Portugal;PRT;Affaires<br>économiques;7.643587603934361
2014;Portugal;PRT;Affaires<br>économiques;13.527798970481294
2015;Portugal;PRT;Affaires<br>économiques;10.228455141887602
2016;Portugal;PRT;Affaires<br>économiques;7.133848817510804
2017;Portugal;PRT;Affaires<br>économiques;11.587206112559645
2018;Portugal;PRT;Affaires<br>économiques;8.65810614198542
2019;Portugal;PRT;Affaires<br>économiques;8.60802445729505
2020;Portugal;PRT;Affaires<br>économiques;12.639800051724729
2021;Portugal;PRT;Affaires<br>économiques;11.626314160640687
2022;Portugal;PRT;Affaires<br>économiques;10.962979005002074
2023;Portugal;PRT;Affaires<br>économiques;10.28381538318226
2002;République slovaque;SVK;Affaires<br>économiques;13.91982156372236
2003;République slovaque;SVK;Affaires<br>économiques;11.898984784908615
2004;République slovaque;SVK;Affaires<br>économiques;12.069503123254629
2005;République slovaque;SVK;Affaires<br>économiques;11.882951501698248
2006;République slovaque;SVK;Affaires<br>économiques;12.161327755618963
2007;République slovaque;SVK;Affaires<br>économiques;11.659867053972606
2008;République slovaque;SVK;Affaires<br>économiques;12.32586431870283
2009;République slovaque;SVK;Affaires<br>économiques;11.945047756300578
2010;République slovaque;SVK;Affaires<br>économiques;11.357269530885834
2011;République slovaque;SVK;Affaires<br>économiques;14.478471536422186
2012;République slovaque;SVK;Affaires<br>économiques;11.568625591196934
2013;République slovaque;SVK;Affaires<br>économiques;11.833086852114855
2014;République slovaque;SVK;Affaires<br>économiques;14.641720215960541
2015;République slovaque;SVK;Affaires<br>économiques;16.37934923461591
2016;République slovaque;SVK;Affaires<br>économiques;13.214513270200815
2017;République slovaque;SVK;Affaires<br>économiques;13.100744163451466
2018;République slovaque;SVK;Affaires<br>économiques;12.864983258577798
2019;République slovaque;SVK;Affaires<br>économiques;12.15673529965831
2020;République slovaque;SVK;Affaires<br>économiques;14.019870803089784
2021;République slovaque;SVK;Affaires<br>économiques;14.918701460786696
2022;République slovaque;SVK;Affaires<br>économiques;11.775076796964461
2023;République slovaque;SVK;Affaires<br>économiques;15.395893345151046
2002;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2580199470837319
2003;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2328201335478488
2004;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1904408214802986
2005;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1546863144992674
2006;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1983363565407714
2007;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1561335972585982
2008;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1233786556316723
2009;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1744502701235622
2010;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1160659311499816
2011;Allemagne;DEU;Protection<br>de<br>l'environnement;1.225581019610743
2012;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2420525193127643
2013;Allemagne;DEU;Protection<br>de<br>l'environnement;1.255600185385447
2014;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2500639900265897
2015;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2156910433534578
2016;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2139882568273284
2017;Allemagne;DEU;Protection<br>de<br>l'environnement;1.1973982723407466
2018;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2620261287865349
2019;Allemagne;DEU;Protection<br>de<br>l'environnement;1.279387066431146
2020;Allemagne;DEU;Protection<br>de<br>l'environnement;1.251116916810675
2021;Allemagne;DEU;Protection<br>de<br>l'environnement;1.0897376068898708
2022;Allemagne;DEU;Protection<br>de<br>l'environnement;1.105516744818616
2023;Allemagne;DEU;Protection<br>de<br>l'environnement;1.2015486649184928
2002;Autriche;AUT;Protection<br>de<br>l'environnement;0.9454437777121661
2003;Autriche;AUT;Protection<br>de<br>l'environnement;1.0339516518288105
2004;Autriche;AUT;Protection<br>de<br>l'environnement;0.950213537624894
2005;Autriche;AUT;Protection<br>de<br>l'environnement;0.9798485000582444
2006;Autriche;AUT;Protection<br>de<br>l'environnement;0.9443623130322648
2007;Autriche;AUT;Protection<br>de<br>l'environnement;0.8862962432667564
2008;Autriche;AUT;Protection<br>de<br>l'environnement;0.8909057055285915
2009;Autriche;AUT;Protection<br>de<br>l'environnement;0.9838500389735749
2010;Autriche;AUT;Protection<br>de<br>l'environnement;1.0443315731711849
2011;Autriche;AUT;Protection<br>de<br>l'environnement;0.9234259316963138
2012;Autriche;AUT;Protection<br>de<br>l'environnement;0.90000267323901
2013;Autriche;AUT;Protection<br>de<br>l'environnement;0.8216607450067729
2014;Autriche;AUT;Protection<br>de<br>l'environnement;0.8231690572011177
2015;Autriche;AUT;Protection<br>de<br>l'environnement;0.6923309974242138
2016;Autriche;AUT;Protection<br>de<br>l'environnement;0.7047539465849011
2017;Autriche;AUT;Protection<br>de<br>l'environnement;0.7129510209102534
2018;Autriche;AUT;Protection<br>de<br>l'environnement;0.7485432850546483
2019;Autriche;AUT;Protection<br>de<br>l'environnement;0.784653661389227
2020;Autriche;AUT;Protection<br>de<br>l'environnement;0.6947622428803248
2021;Autriche;AUT;Protection<br>de<br>l'environnement;0.7346174195854099
2022;Autriche;AUT;Protection<br>de<br>l'environnement;0.9361328613413856
2023;Autriche;AUT;Protection<br>de<br>l'environnement;1.1201934780525158
2024;Autriche;AUT;Protection<br>de<br>l'environnement;1.2776108350247657
2002;Belgique;BEL;Protection<br>de<br>l'environnement;1.657986480322548
2003;Belgique;BEL;Protection<br>de<br>l'environnement;1.6575940434176226
2004;Belgique;BEL;Protection<br>de<br>l'environnement;1.7720007486942253
2005;Belgique;BEL;Protection<br>de<br>l'environnement;1.6365303119445445
2006;Belgique;BEL;Protection<br>de<br>l'environnement;1.6704530268608846
2007;Belgique;BEL;Protection<br>de<br>l'environnement;1.6701443862893552
2008;Belgique;BEL;Protection<br>de<br>l'environnement;1.8875795006805745
2009;Belgique;BEL;Protection<br>de<br>l'environnement;1.9960837732891823
2010;Belgique;BEL;Protection<br>de<br>l'environnement;2.310670289484974
2011;Belgique;BEL;Protection<br>de<br>l'environnement;2.69551452909105
2012;Belgique;BEL;Protection<br>de<br>l'environnement;2.7661138563719843
2013;Belgique;BEL;Protection<br>de<br>l'environnement;2.7442504376711816
2014;Belgique;BEL;Protection<br>de<br>l'environnement;2.43977757171013
2015;Belgique;BEL;Protection<br>de<br>l'environnement;2.3690112021209933
2016;Belgique;BEL;Protection<br>de<br>l'environnement;2.2134240454026735
