Année;Pays;Cde_Pays;variable;value
2011;Estonie;EST;Education;16.11100527084524
2012;Estonie;EST;Education;15.412578775246677
2013;Estonie;EST;Education;15.229947689625108
2014;Estonie;EST;Education;14.479413187589074
2015;Estonie;EST;Education;14.810683672603385
2016;Estonie;EST;Education;14.255760341971433
2017;Estonie;EST;Education;14.339538772529552
2018;Estonie;EST;Education;15.672710620926178
2019;Estonie;EST;Education;15.246354952237306
2020;Estonie;EST;Education;14.118600415606922
2021;Estonie;EST;Education;13.9640966384968
2022;Estonie;EST;Education;14.32328142594271
2023;Estonie;EST;Education;14.522485002935854
2002;Finlande;FIN;Education;12.595053730554822
2003;Finlande;FIN;Education;12.747167592988456
2004;Finlande;FIN;Education;12.65853627258621
2005;Finlande;FIN;Education;12.448430937720678
2006;Finlande;FIN;Education;12.417702779148563
2007;Finlande;FIN;Education;12.385063078989358
2008;Finlande;FIN;Education;12.159009042913517
2009;Finlande;FIN;Education;11.981079294033874
2010;Finlande;FIN;Education;12.104336190017023
2011;Finlande;FIN;Education;11.95372267438582
2012;Finlande;FIN;Education;11.529949375028
2013;Finlande;FIN;Education;11.189226400481886
2014;Finlande;FIN;Education;11.057627461559212
2015;Finlande;FIN;Education;11.414379352724294
2016;Finlande;FIN;Education;11.330215028434901
2017;Finlande;FIN;Education;10.995654956381152
2018;Finlande;FIN;Education;10.929708928644533
2019;Finlande;FIN;Education;11.126344064594807
2020;Finlande;FIN;Education;10.838759957136542
2021;Finlande;FIN;Education;10.757605595792944
2022;Finlande;FIN;Education;11.001177856301531
2023;Finlande;FIN;Education;11.30386892468677
2002;France;FRA;Education;10.640370265757232
2003;France;FRA;Education;10.539794419437738
2004;France;FRA;Education;10.183409571109014
2005;France;FRA;Education;10.067725331449372
2006;France;FRA;Education;10.06411241618094
2007;France;FRA;Education;9.768152723076847
2008;France;FRA;Education;9.789630913318161
2009;France;FRA;Education;9.715679051309179
2010;France;FRA;Education;9.582019488823772
2011;France;FRA;Education;9.35819277564454
2012;France;FRA;Education;9.184855214693783
2013;France;FRA;Education;9.065350675609867
2014;France;FRA;Education;9.087623017232948
2015;France;FRA;Education;9.132573641990078
2016;France;FRA;Education;9.005460758368645
2017;France;FRA;Education;8.981422237996195
2018;France;FRA;Education;9.077308667873076
2019;France;FRA;Education;9.094735468996616
2020;France;FRA;Education;8.39664204510379
2021;France;FRA;Education;8.520407619323747
2022;France;FRA;Education;8.644402268521134
2023;France;FRA;Education;8.806485733479176
2002;Grèce;GRC;Education;8.542612877371093
2003;Grèce;GRC;Education;9.132025673324936
2004;Grèce;GRC;Education;8.62343744917983
2005;Grèce;GRC;Education;9.241225847672343
2006;Grèce;GRC;Education;8.085093395189842
2007;Grèce;GRC;Education;7.630012416916221
2008;Grèce;GRC;Education;7.4202907973764844
2009;Grèce;GRC;Education;7.636083413119119
2010;Grèce;GRC;Education;7.818687336759626
2011;Grèce;GRC;Education;8.193532267275842
2012;Grèce;GRC;Education;8.015749201396627
2013;Grèce;GRC;Education;7.109071407219848
2014;Grèce;GRC;Education;8.446370674253952
2015;Grèce;GRC;Education;7.614852763547003
2016;Grèce;GRC;Education;7.9857312180889855
2017;Grèce;GRC;Education;7.988673815160377
2018;Grèce;GRC;Education;8.377858029824901
2019;Grèce;GRC;Education;8.285002265518804
2020;Grèce;GRC;Education;7.497634339326341
2021;Grèce;GRC;Education;7.105876509246523
2022;Grèce;GRC;Education;7.846492745180142
2023;Grèce;GRC;Education;7.992686664814433
2002;Irlande;IRL;Education;12.144077069867267
2003;Irlande;IRL;Education;12.570204413212341
2004;Irlande;IRL;Education;12.506877953230308
2005;Irlande;IRL;Education;12.435122049407974
2006;Irlande;IRL;Education;11.953319510766198
2007;Irlande;IRL;Education;12.13832234446524
2008;Irlande;IRL;Education;11.326091716073645
2009;Irlande;IRL;Education;10.100862642010739
2010;Irlande;IRL;Education;7.124446308914817
2011;Irlande;IRL;Education;11.127540650782368
2012;Irlande;IRL;Education;11.885343659509406
2013;Irlande;IRL;Education;11.581462535490191
2014;Irlande;IRL;Education;12.057279452409395
2015;Irlande;IRL;Education;11.770811431481281
2016;Irlande;IRL;Education;12.306537105731353
2017;Irlande;IRL;Education;12.678251430135754
2018;Irlande;IRL;Education;12.522915478333854
2019;Irlande;IRL;Education;13.139394014792247
2020;Irlande;IRL;Education;11.81151716359294
2021;Irlande;IRL;Education;11.702314677506338
2022;Irlande;IRL;Education;12.275782731379973
2023;Irlande;IRL;Education;12.250113816489256
2002;Italie;ITA;Education;9.580325153199011
2003;Italie;ITA;Education;9.73741424769996
2004;Italie;ITA;Education;9.326114797655054
2005;Italie;ITA;Education;9.520404329673289
2006;Italie;ITA;Education;9.231779152681735
2007;Italie;ITA;Education;9.576949287108407
2008;Italie;ITA;Education;9.062352686363695
2009;Italie;ITA;Education;8.965090858731243
2010;Italie;ITA;Education;8.823544743377637
2011;Italie;ITA;Education;8.378682393307974
2012;Italie;ITA;Education;8.084631706136472
2013;Italie;ITA;Education;8.094004965870244
2014;Italie;ITA;Education;8.054257791406311
2015;Italie;ITA;Education;8.039533609191881
2016;Italie;ITA;Education;8.061187707850072
2017;Italie;ITA;Education;8.126272744898738
2018;Italie;ITA;Education;8.183740038043439
2019;Italie;ITA;Education;8.169398281589473
2020;Italie;ITA;Education;7.607424264153809
2021;Italie;ITA;Education;7.474444055900026
2022;Italie;ITA;Education;7.29509086249837
2023;Italie;ITA;Education;7.298980742505806
2002;Lettonie;LVA;Education;16.244137837286754
2003;Lettonie;LVA;Education;15.734068938217849
2004;Lettonie;LVA;Education;16.41239233834683
2005;Lettonie;LVA;Education;15.229944904102846
2006;Lettonie;LVA;Education;15.351109269412214
2007;Lettonie;LVA;Education;15.924417329381699
2008;Lettonie;LVA;Education;16.434674458424553
2009;Lettonie;LVA;Education;14.693541406876085
2010;Lettonie;LVA;Education;13.430371805539332
2011;Lettonie;LVA;Education;14.221983466141403
2012;Lettonie;LVA;Education;14.722874589008924
2013;Lettonie;LVA;Education;14.916549971947655
2014;Lettonie;LVA;Education;15.16231983341217
2015;Lettonie;LVA;Education;15.197213333361423
2016;Lettonie;LVA;Education;14.780199742938427
2017;Lettonie;LVA;Education;15.12155928541172
2018;Lettonie;LVA;Education;14.824444723740896
2019;Lettonie;LVA;Education;14.976745693496895
2020;Lettonie;LVA;Education;13.52281249758383
2021;Lettonie;LVA;Education;12.738271332082702
2022;Lettonie;LVA;Education;12.796928722073526
2023;Lettonie;LVA;Education;13.954906396328465
2002;Lituanie;LTU;Education;17.20892365855028
2003;Lituanie;LTU;Education;16.9515781499573
2004;Lituanie;LTU;Education;19.161032253491403
2005;Lituanie;LTU;Education;18.182351642640185
2006;Lituanie;LTU;Education;15.658157522059623
2007;Lituanie;LTU;Education;14.100963811175834
2008;Lituanie;LTU;Education;15.03102138938247
2009;Lituanie;LTU;Education;14.973661422109519
2010;Lituanie;LTU;Education;13.926338458591115
2011;Lituanie;LTU;Education;14.03193091675871
2012;Lituanie;LTU;Education;14.879064503588738
2013;Lituanie;LTU;Education;14.73416287323478
2014;Lituanie;LTU;Education;14.450472503030372
2015;Lituanie;LTU;Education;14.373091701519355
2016;Lituanie;LTU;Education;13.889210675200689
2017;Lituanie;LTU;Education;13.61446568879034
2018;Lituanie;LTU;Education;13.299462893146725
2019;Lituanie;LTU;Education;13.247319365963595
2020;Lituanie;LTU;Education;12.14301616655786
2021;Lituanie;LTU;Education;12.672357158701727
2022;Lituanie;LTU;Education;13.439125091255615
2023;Lituanie;LTU;Education;13.76919412413451
2002;Luxembourg;LUX;Education;11.043293102094667
2003;Luxembourg;LUX;Education;11.23427257266883
2004;Luxembourg;LUX;Education;11.229983877452394
2005;Luxembourg;LUX;Education;11.175383034138198
2006;Luxembourg;LUX;Education;11.227461065229761
2007;Luxembourg;LUX;Education;11.426041688132745
2008;Luxembourg;LUX;Education;11.409526458320014
2009;Luxembourg;LUX;Education;11.399848493845287
2010;Luxembourg;LUX;Education;11.927768186481734
2011;Luxembourg;LUX;Education;12.023475556715379
2012;Luxembourg;LUX;Education;12.125914796037174
2013;Luxembourg;LUX;Education;11.350855259615713
2014;Luxembourg;LUX;Education;11.241873699506622
2015;Luxembourg;LUX;Education;11.067320056044013
2016;Luxembourg;LUX;Education;10.861751170499026
2017;Luxembourg;LUX;Education;10.757179025737415
2018;Luxembourg;LUX;Education;11.054531664294178
2019;Luxembourg;LUX;Education;11.164605780697729
2020;Luxembourg;LUX;Education;10.623156960776203
2021;Luxembourg;LUX;Education;10.952072934162329
2022;Luxembourg;LUX;Education;10.683190526973855
2023;Luxembourg;LUX;Education;10.685284222501599
2024;Luxembourg;LUX;Education;10.74144875221304
2002;Pays-Bas;NLD;Education;11.034390888301768
2003;Pays-Bas;NLD;Education;11.38731120902631
2004;Pays-Bas;NLD;Education;11.625468480229081
2005;Pays-Bas;NLD;Education;11.835514454525391
2006;Pays-Bas;NLD;Education;11.754797639514893
2007;Pays-Bas;NLD;Education;11.83637267781464
2008;Pays-Bas;NLD;Education;11.878165544994104
2009;Pays-Bas;NLD;Education;11.548090282328886
2010;Pays-Bas;NLD;Education;11.458741085152901
2011;Pays-Bas;NLD;Education;11.38582586721801
2012;Pays-Bas;NLD;Education;11.494014630195345
2013;Pays-Bas;NLD;Education;11.236153906928973
2014;Pays-Bas;NLD;Education;11.383226245798996
2015;Pays-Bas;NLD;Education;11.4700574293038
2016;Pays-Bas;NLD;Education;11.820576136891795
2017;Pays-Bas;NLD;Education;11.78755306657032
2018;Pays-Bas;NLD;Education;11.713847065477955
2019;Pays-Bas;NLD;Education;11.60375359987175
2020;Pays-Bas;NLD;Education;10.691972119259075
2021;Pays-Bas;NLD;Education;10.802573984959833
2022;Pays-Bas;NLD;Education;11.24524719252768
2023;Pays-Bas;NLD;Education;11.337179678979743
2002;Portugal;PRT;Education;14.938204998834056
2003;Portugal;PRT;Education;14.263820092905096
2004;Portugal;PRT;Education;14.26746588924726
2005;Portugal;PRT;Education;14.204735585978273
2006;Portugal;PRT;Education;14.066943854506297
2007;Portugal;PRT;Education;13.199197886122926
2008;Portugal;PRT;Education;13.115456193329738
2009;Portugal;PRT;Education;12.940965890606929
2010;Portugal;PRT;Education;12.950506223127356
2011;Portugal;PRT;Education;12.237980136162978
2012;Portugal;PRT;Education;11.002137315244825
2013;Portugal;PRT;Education;10.941679474902406
2014;Portugal;PRT;Education;10.260680675887428
2015;Portugal;PRT;Education;10.538374416125261
2016;Portugal;PRT;Education;10.639963186307373
2017;Portugal;PRT;Education;10.09855836727332
2018;Portugal;PRT;Education;10.259476745621091
2019;Portugal;PRT;Education;10.514360682106197
2020;Portugal;PRT;Education;9.606035388706067
2021;Portugal;PRT;Education;9.913578290782347
2022;Portugal;PRT;Education;10.102445409894221
2023;Portugal;PRT;Education;10.263888021459096
2002;République slovaque;SVK;Education;7.604525981482049
2003;République slovaque;SVK;Education;10.818691803051616
2004;République slovaque;SVK;Education;9.934451057589182
2005;République slovaque;SVK;Education;9.778838809012383
2006;République slovaque;SVK;Education;10.041119875612035
2007;République slovaque;SVK;Education;10.033747837723164
2008;République slovaque;SVK;Education;9.961650642118244
2009;République slovaque;SVK;Education;10.080538912267956
2010;République slovaque;SVK;Education;10.697062085730906
2011;République slovaque;SVK;Education;9.489707722246278
2012;République slovaque;SVK;Education;9.738210105343317
2013;République slovaque;SVK;Education;10.009560450700443
2014;République slovaque;SVK;Education;9.657201537240747
2015;République slovaque;SVK;Education;9.347774109908997
2016;République slovaque;SVK;Education;9.477366862886125
2017;République slovaque;SVK;Education;9.925187209489126
2018;République slovaque;SVK;Education;10.52584967781318
2019;République slovaque;SVK;Education;10.891397996067905
2020;République slovaque;SVK;Education;10.578288877124752
2021;République slovaque;SVK;Education;10.179600551662416
2022;République slovaque;SVK;Education;10.897056151574178
2023;République slovaque;SVK;Education;10.300176594216035
2002;Allemagne;DEU;Santé;13.778739891743532
2003;Allemagne;DEU;Santé;13.89199347622714
2004;Allemagne;DEU;Santé;13.547740186429976
2005;Allemagne;DEU;Santé;13.72843678812616
2006;Allemagne;DEU;Santé;13.93583401408566
2007;Allemagne;DEU;Santé;14.34736768878983
2008;Allemagne;DEU;Santé;14.335726953437424
2009;Allemagne;DEU;Santé;14.488898332446617
2010;Allemagne;DEU;Santé;14.245729943505516
2011;Allemagne;DEU;Santé;14.741456019510265
2012;Allemagne;DEU;Santé;14.871283881990358
2013;Allemagne;DEU;Santé;15.321952726710952
2014;Allemagne;DEU;Santé;15.714746012292109
2015;Allemagne;DEU;Santé;15.823498699840458
2016;Allemagne;DEU;Santé;15.767294312565419
2017;Allemagne;DEU;Santé;15.672337513269996
2018;Allemagne;DEU;Santé;15.740663445785898
2019;Allemagne;DEU;Santé;15.707229846983918
2020;Allemagne;DEU;Santé;16.297460460010978
2021;Allemagne;DEU;Santé;16.81272669342199
2022;Allemagne;DEU;Santé;17.06435987230737
2023;Allemagne;DEU;Santé;15.559687304009442
2002;Autriche;AUT;Santé;14.622081587716135
2003;Autriche;AUT;Santé;14.79944592674032
2004;Autriche;AUT;Santé;14.277412082726418
2005;Autriche;AUT;Santé;14.881272233249513
2006;Autriche;AUT;Santé;14.890157944133458
2007;Autriche;AUT;Santé;15.307519688285765
2008;Autriche;AUT;Santé;15.427335288832438
2009;Autriche;AUT;Santé;14.8595751672396
2010;Autriche;AUT;Santé;15.27540475241868
2011;Autriche;AUT;Santé;15.464457961619107
2012;Autriche;AUT;Santé;15.445279224697215
2013;Autriche;AUT;Santé;15.418820604882267
2014;Autriche;AUT;Santé;15.616103427881288
2015;Autriche;AUT;Santé;16.214467644226442
2016;Autriche;AUT;Santé;16.319224688485953
2017;Autriche;AUT;Santé;16.629951571704986
2018;Autriche;AUT;Santé;16.961360254822345
2019;Autriche;AUT;Santé;17.109616895634485
2020;Autriche;AUT;Santé;16.137373706232534
2021;Autriche;AUT;Santé;18.027760249261217
2022;Autriche;AUT;Santé;17.717528818308196
2023;Autriche;AUT;Santé;17.302859700953846
2024;Autriche;AUT;Santé;17.157251711529963
2002;Belgique;BEL;Santé;12.718660762868847
2003;Belgique;BEL;Santé;13.447383197232373
2004;Belgique;BEL;Santé;13.976058179552723
2005;Belgique;BEL;Santé;13.112641596503297
2006;Belgique;BEL;Santé;13.728854586118471
2007;Belgique;BEL;Santé;13.924341919964908
2008;Belgique;BEL;Santé;14.361998464717907
2009;Belgique;BEL;Santé;14.318275425809231
2010;Belgique;BEL;Santé;14.38778115998284
2011;Belgique;BEL;Santé;13.956621687045285
2012;Belgique;BEL;Santé;14.04524043260545
2013;Belgique;BEL;Santé;14.25371057219557
2014;Belgique;BEL;Santé;14.412743595650715
2015;Belgique;BEL;Santé;14.549804796978586
2016;Belgique;BEL;Santé;14.283434407915735
2017;Belgique;BEL;Santé;14.481448360633099
2018;Belgique;BEL;Santé;14.42467198265954
2019;Belgique;BEL;Santé;14.409254887862591
2020;Belgique;BEL;Santé;14.628048686013283
2021;Belgique;BEL;Santé;15.288949360740418
2022;Belgique;BEL;Santé;14.884410390921445
2023;Belgique;BEL;Santé;14.82321943435383
2002;Espagne;ESP;Santé;13.247123757024386
2003;Espagne;ESP;Santé;13.486854929888628
2004;Espagne;ESP;Santé;14.060167952383521
2005;Espagne;ESP;Santé;14.704093501688693
2006;Espagne;ESP;Santé;14.70044613577978
2007;Espagne;ESP;Santé;14.513317099515827
2008;Espagne;ESP;Santé;14.646606337793841
2009;Espagne;ESP;Santé;14.76535997556402
2010;Espagne;ESP;Santé;14.40715892729493
2011;Espagne;ESP;Santé;14.119142486983305
2012;Espagne;ESP;Santé;12.691984876533526
2013;Espagne;ESP;Santé;13.37943971034943
2014;Espagne;ESP;Santé;13.572773656007062
2015;Espagne;ESP;Santé;13.999785214774697
2016;Espagne;ESP;Santé;14.324215122367082
2017;Espagne;ESP;Santé;14.439850971436192
2018;Espagne;ESP;Santé;14.33763983203264
2019;Espagne;ESP;Santé;14.411819981813661
2020;Espagne;ESP;Santé;14.744968664032928
2021;Espagne;ESP;Santé;14.488221702960447
2022;Espagne;ESP;Santé;14.648329898590054
2023;Espagne;ESP;Santé;14.483252857763837
2002;Estonie;EST;Santé;12.192688662438538
2003;Estonie;EST;Santé;12.186450076654598
2004;Estonie;EST;Santé;12.373979836773884
2005;Estonie;EST;Santé;12.207174231332358
2006;Estonie;EST;Santé;12.86575438905267
2007;Estonie;EST;Santé;13.01050280134753
2008;Estonie;EST;Santé;13.27328606639686
2009;Estonie;EST;Santé;12.856485034535686
2010;Estonie;EST;Santé;13.936393639363937
2011;Estonie;EST;Santé;13.859782815774432
2012;Estonie;EST;Santé;13.172484455485844
2013;Estonie;EST;Santé;13.483544027898867
2014;Estonie;EST;Santé;13.910644473790878
2015;Estonie;EST;Santé;14.200846255501268
2016;Estonie;EST;Santé;13.610509365985891
2017;Estonie;EST;Santé;13.230391482426155
2018;Estonie;EST;Santé;13.740658826738894
2019;Estonie;EST;Santé;14.171694318753142
2020;Estonie;EST;Santé;14.44514871185924
2021;Estonie;EST;Santé;15.410351103760265
2022;Estonie;EST;Santé;14.81283128724836
2023;Estonie;EST;Santé;15.0709144728479
2002;Finlande;FIN;Santé;12.774387277049476
2003;Finlande;FIN;Santé;13.003687473279179
2004;Finlande;FIN;Santé;13.188166044704344
2005;Finlande;FIN;Santé;13.584498928354622
2006;Finlande;FIN;Santé;13.877688576483758
2007;Finlande;FIN;Santé;13.881969396071769
2008;Finlande;FIN;Santé;13.99339792045247
2009;Finlande;FIN;Santé;13.693098011291388
2010;Finlande;FIN;Santé;13.566459712888529
2011;Finlande;FIN;Santé;13.700870284393151
2012;Finlande;FIN;Santé;13.89005868912683
2013;Finlande;FIN;Santé;13.763875742190862
2014;Finlande;FIN;Santé;13.625404639870514
2015;Finlande;FIN;Santé;13.089751467977607
2016;Finlande;FIN;Santé;13.102769458559074
2017;Finlande;FIN;Santé;13.364377378827175
2018;Finlande;FIN;Santé;13.571867196135424
2019;Finlande;FIN;Santé;13.705672769590066
2020;Finlande;FIN;Santé;13.698322180341261
2021;Finlande;FIN;Santé;14.221424768239938
2022;Finlande;FIN;Santé;14.33201270657101
2023;Finlande;FIN;Santé;13.681215292119878
2002;France;FRA;Santé;13.516551843738679
2003;France;FRA;Santé;13.894940686835817
2004;France;FRA;Santé;14.118069269960337
2005;France;FRA;Santé;14.373196854231304
2006;France;FRA;Santé;14.319860638765865
2007;France;FRA;Santé;14.16118117833793
2008;France;FRA;Santé;13.947587552726503
2009;France;FRA;Santé;14.020734395199892
2010;France;FRA;Santé;14.108580589581537
2011;France;FRA;Santé;14.24648306311923
2012;France;FRA;Santé;14.106175091635146
2013;France;FRA;Santé;14.034840170997272
2014;France;FRA;Santé;14.278403592735334
2015;France;FRA;Santé;14.269748838767507
2016;France;FRA;Santé;14.417025216095967
2017;France;FRA;Santé;14.378655797760862
2018;France;FRA;Santé;14.57777660610146
2019;France;FRA;Santé;14.719469387655042
2020;France;FRA;Santé;14.54345682659881
2021;France;FRA;Santé;15.738760908759977
2022;France;FRA;Santé;15.53040007698998
2023;France;FRA;Santé;15.533006684241299
2002;Grèce;GRC;Santé;13.030991183542612
2003;Grèce;GRC;Santé;12.831863715433986
2004;Grèce;GRC;Santé;11.831477606600387
2005;Grèce;GRC;Santé;13.563859084800281
2006;Grèce;GRC;Santé;13.06922231717739
2007;Grèce;GRC;Santé;12.772076546636477
2008;Grèce;GRC;Santé;12.702269975048969
2009;Grèce;GRC;Santé;12.597591636892949
2010;Grèce;GRC;Santé;13.065127643440896
2011;Grèce;GRC;Santé;11.98333095374072
2012;Grèce;GRC;Santé;10.541564519723646
2013;Grèce;GRC;Santé;8.535984948391976
2014;Grèce;GRC;Santé;9.363903041531573
2015;Grèce;GRC;Santé;9.145528760048315
2016;Grèce;GRC;Santé;10.605853391684901
2017;Grèce;GRC;Santé;11.239149607761222
2018;Grèce;GRC;Santé;11.396803335649757
2019;Grèce;GRC;Santé;11.946080652469416
2020;Grèce;GRC;Santé;11.169945036139243
2021;Grèce;GRC;Santé;11.558153752101482
2022;Grèce;GRC;Santé;11.312785595951137
2023;Grèce;GRC;Santé;11.702232538964124
2002;Irlande;IRL;Santé;17.885717774414807
2003;Irlande;IRL;Santé;18.673979611042263
2004;Irlande;IRL;Santé;19.507981155480543
2005;Irlande;IRL;Santé;18.162394340226207
2006;Irlande;IRL;Santé;17.676671163190292
2007;Irlande;IRL;Santé;17.483711753891118
2008;Irlande;IRL;Santé;16.652511841228858
2009;Irlande;IRL;Santé;16.80728572949542
2010;Irlande;IRL;Santé;11.511610148450934
2011;Irlande;IRL;Santé;16.810488835104543
2012;Irlande;IRL;Santé;18.024972842358718
2013;Irlande;IRL;Santé;17.957450055073174
2014;Irlande;IRL;Santé;17.933393188095295
2015;Irlande;IRL;Santé;17.874842061342676
2016;Irlande;IRL;Santé;18.581762949639717
2017;Irlande;IRL;Santé;19.015363095345762
2018;Irlande;IRL;Santé;19.081499632797623
2019;Irlande;IRL;Santé;19.57957505492636
2020;Irlande;IRL;Santé;20.198391107870933
2021;Irlande;IRL;Santé;21.43387098816925
2022;Irlande;IRL;Santé;22.607153719410068
2023;Irlande;IRL;Santé;22.75220306190297
2002;Italie;ITA;Santé;13.329821365668822
2003;Italie;ITA;Santé;13.225899210523512
2004;Italie;ITA;Santé;14.015418298164537
2005;Italie;ITA;Santé;14.4166495360558
2006;Italie;ITA;Santé;14.400905819078814
2007;Italie;ITA;Santé;14.244334910185582
2008;Italie;ITA;Santé;14.596695078291225
2009;Italie;ITA;Santé;14.483608827689903
2010;Italie;ITA;Santé;14.784223244638007
2011;Italie;ITA;Santé;14.396670231579881
2012;Italie;ITA;Santé;13.974021625595503
2013;Italie;ITA;Santé;13.843847737548062
2014;Italie;ITA;Santé;13.893027269922086
2015;Italie;ITA;Santé;13.85423372669901
2016;Italie;ITA;Santé;13.953393681956609
2017;Italie;ITA;Santé;13.859920212922216
2018;Italie;ITA;Santé;13.914260236688868
2019;Italie;ITA;Santé;13.859349494847745
2020;Italie;ITA;Santé;13.740119118924893
2021;Italie;ITA;Santé;13.165101134022313
2022;Italie;ITA;Santé;12.477531742825434
2023;Italie;ITA;Santé;12.077707793052907
2002;Lettonie;LVA;Santé;10.331679467137905
2003;Lettonie;LVA;Santé;9.489055609502662
2004;Lettonie;LVA;Santé;9.358529373955522
2005;Lettonie;LVA;Santé;11.182426533544545
2006;Lettonie;LVA;Santé;11.600471758255768
2007;Lettonie;LVA;Santé;11.614134066528257
2008;Lettonie;LVA;Santé;11.236146487319935
2009;Lettonie;LVA;Santé;9.99858852788124
2010;Lettonie;LVA;Santé;8.848940528212642
2011;Lettonie;LVA;Santé;10.03062046736503
2012;Lettonie;LVA;Santé;10.014795678722404
2013;Lettonie;LVA;Santé;9.522859241081406
2014;Lettonie;LVA;Santé;9.767897046110685
2015;Lettonie;LVA;Santé;9.640943860085235
2016;Lettonie;LVA;Santé;9.830135477544946
2017;Lettonie;LVA;Santé;9.20059613792782
2018;Lettonie;LVA;Santé;10.225217676672461
2019;Lettonie;LVA;Santé;10.895536008992973
2020;Lettonie;LVA;Santé;10.934612678506538
2021;Lettonie;LVA;Santé;14.018549116147664
2022;Lettonie;LVA;Santé;12.751891831285167
2023;Lettonie;LVA;Santé;12.110760465830703
2002;Lituanie;LTU;Santé;14.4283281241227
2003;Lituanie;LTU;Santé;14.9199758444612
2004;Lituanie;LTU;Santé;12.10992059464606
2005;Lituanie;LTU;Santé;14.50307235329129
2006;Lituanie;LTU;Santé;13.319292639529396
2007;Lituanie;LTU;Santé;12.974140793786601
2008;Lituanie;LTU;Santé;13.003289624234501
2009;Lituanie;LTU;Santé;12.306223910581997
2010;Lituanie;LTU;Santé;12.676715521725137
2011;Lituanie;LTU;Santé;13.03183050507079
2012;Lituanie;LTU;Santé;12.811790358199854
2013;Lituanie;LTU;Santé;12.705168295174337
2014;Lituanie;LTU;Santé;12.721844978208766
2015;Lituanie;LTU;Santé;13.352398613581318
2016;Lituanie;LTU;Santé;13.818135345066619
2017;Lituanie;LTU;Santé;13.724909192472262
2018;Lituanie;LTU;Santé;14.046247998760522
2019;Lituanie;LTU;Santé;14.547468041760961
2020;Lituanie;LTU;Santé;13.848866429975745
2021;Lituanie;LTU;Santé;15.649010753979947
2022;Lituanie;LTU;Santé;14.242419904664722
2023;Lituanie;LTU;Santé;14.131595719919687
2002;Luxembourg;LUX;Santé;11.894736237412179
2003;Luxembourg;LUX;Santé;12.003300989153013
2004;Luxembourg;LUX;Santé;12.380492123506025
2005;Luxembourg;LUX;Santé;12.52810893571473
2006;Luxembourg;LUX;Santé;12.501838472886426
2007;Luxembourg;LUX;Santé;12.57273892012771
2008;Luxembourg;LUX;Santé;12.49097910711779
2009;Luxembourg;LUX;Santé;12.369943722001201
2010;Luxembourg;LUX;Santé;11.841165892503149
2011;Luxembourg;LUX;Santé;11.864507219902574
2012;Luxembourg;LUX;Santé;12.041406841546042
2013;Luxembourg;LUX;Santé;12.641166367741135
2014;Luxembourg;LUX;Santé;12.46704782772433
2015;Luxembourg;LUX;Santé;12.156637798419954
2016;Luxembourg;LUX;Santé;11.904682573636261
2017;Luxembourg;LUX;Santé;12.086052101220421
2018;Luxembourg;LUX;Santé;12.10405401267404
2019;Luxembourg;LUX;Santé;12.02752195976232
2020;Luxembourg;LUX;Santé;12.312054082149574
2021;Luxembourg;LUX;Santé;12.716846632808037
2022;Luxembourg;LUX;Santé;12.287191556650608
2023;Luxembourg;LUX;Santé;11.639703264640701
2024;Luxembourg;LUX;Santé;11.984813965879976
2002;Pays-Bas;NLD;Santé;11.450900290846118
2003;Pays-Bas;NLD;Santé;11.729023932625287
2004;Pays-Bas;NLD;Santé;11.947614435507644
2005;Pays-Bas;NLD;Santé;12.29519459376184
2006;Pays-Bas;NLD;Santé;15.037637656242739
2007;Pays-Bas;NLD;Santé;15.435342492188253
2008;Pays-Bas;NLD;Santé;14.707555678900992
2009;Pays-Bas;NLD;Santé;15.179109759614123
2010;Pays-Bas;NLD;Santé;15.77701186736808
2011;Pays-Bas;NLD;Santé;16.35174975112949
2012;Pays-Bas;NLD;Santé;16.92325843914821
2013;Pays-Bas;NLD;Santé;16.767954491585684
2014;Pays-Bas;NLD;Santé;16.862030480538234
2015;Pays-Bas;NLD;Santé;16.83402393888536
2016;Pays-Bas;NLD;Santé;16.24989329041764
2017;Pays-Bas;NLD;Santé;16.760782286121863
2018;Pays-Bas;NLD;Santé;17.024447616738943
2019;Pays-Bas;NLD;Santé;17.138538523637486
2020;Pays-Bas;NLD;Santé;16.98896195216419
2021;Pays-Bas;NLD;Santé;18.020827477998196
2022;Pays-Bas;NLD;Santé;16.596082337008372
2023;Pays-Bas;NLD;Santé;16.245281505235063
2002;Portugal;PRT;Santé;14.994770094240945
2003;Portugal;PRT;Santé;15.38884228529298
2004;Portugal;PRT;Santé;15.693302593129784
2005;Portugal;PRT;Santé;15.680551394760068
2006;Portugal;PRT;Santé;15.463279258439439
2007;Portugal;PRT;Santé;15.874920831391059
2008;Portugal;PRT;Santé;15.987974829680041
2009;Portugal;PRT;Santé;15.945303010848018
2010;Portugal;PRT;Santé;14.392496886668296
2011;Portugal;PRT;Santé;13.88888227569687
2012;Portugal;PRT;Santé;13.541145353596216
2013;Portugal;PRT;Santé;12.978268123238196
2014;Portugal;PRT;Santé;12.150368782820152
2015;Portugal;PRT;Santé;12.759795199233572
2016;Portugal;PRT;Santé;13.62184358820613
2017;Portugal;PRT;Santé;13.768462334515513
2018;Portugal;PRT;Santé;14.941020020429216
2019;Portugal;PRT;Santé;15.277490449387212
2020;Portugal;PRT;Santé;15.118951685175034
2021;Portugal;PRT;Santé;16.02410574244149
2022;Portugal;PRT;Santé;16.177940027985606
