ISO3;LON;LAT;Année;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Unité;Unité;Cde_Domaine;Domaine;Valeur_Mesurée
DEU;9.851;51.11;2010;DEU;Allemagne;Insécurité sur le marché du travail;Insécurité sur le marché du travail;PT_EARN_PRVS_LST;Pourcentage des gains antérieurs perdus;HSL_2;Travail et qualité de l'emploi;2.0786781311
DEU;9.851;51.11;2010;DEU;Allemagne;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;3.3540647249
DEU;9.851;51.11;2010;DEU;Allemagne;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;5.14
DEU;9.851;51.11;2010;DEU;Allemagne;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;76.15
DEU;9.851;51.11;2010;DEU;Allemagne;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;61167.671
DEU;9.851;51.11;2010;DEU;Allemagne;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;43434.0
DEU;9.851;51.11;2010;DEU;Allemagne;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;8.8976908
DEU;9.851;51.11;2011;DEU;Allemagne;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;77.5217
DEU;9.851;51.11;2011;DEU;Allemagne;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;79.445015367
DEU;9.851;51.11;2011;DEU;Allemagne;Décile supérieur des ménages les plus riches;Décile supérieur des ménages les plus riches;PT_B90_S14;Pourcentage de la richesse des ménages;HSL_1;Revenu et patrimoine;59.1730995178
DEU;9.851;51.11;2011;DEU;Allemagne;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.3788227064
DEU;9.851;51.11;2011;DEU;Allemagne;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.6
DEU;9.851;51.11;2011;DEU;Allemagne;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;18.1430700686
DEU;9.851;51.11;2011;DEU;Allemagne;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;4.994083898
DEU;9.851;51.11;2011;DEU;Allemagne;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.5
DEU;9.851;51.11;2011;DEU;Allemagne;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;8.67
DEU;9.851;51.11;2011;DEU;Allemagne;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.982002
DEU;9.851;51.11;2011;DEU;Allemagne;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
DEU;9.851;51.11;2011;DEU;Allemagne;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;5.2
DEU;9.851;51.11;2011;DEU;Allemagne;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;9.4
DEU;9.851;51.11;2011;DEU;Allemagne;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;64.8
DEU;9.851;51.11;2011;DEU;Allemagne;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.2
DEU;9.851;51.11;2011;DEU;Allemagne;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;10.777094485
DEU;9.851;51.11;2011;DEU;Allemagne;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;23.3333333333
DEU;9.851;51.11;2011;DEU;Allemagne;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;20.0
DEU;9.851;51.11;2011;DEU;Allemagne;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;77.3333333333
DEU;9.851;51.11;2011;DEU;Allemagne;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;93.1468322202
DEU;9.851;51.11;2011;DEU;Allemagne;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;6.4736885502
DEU;9.851;51.11;2011;DEU;Allemagne;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;18.90156921
DEU;9.851;51.11;2011;DEU;Allemagne;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;16.94444444
DEU;9.851;51.11;2011;DEU;Allemagne;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.472222222
DEU;9.851;51.11;2011;DEU;Allemagne;Insécurité sur le marché du travail;Insécurité sur le marché du travail;PT_EARN_PRVS_LST;Pourcentage des gains antérieurs perdus;HSL_2;Travail et qualité de l'emploi;2.1509230137
DEU;9.851;51.11;2011;DEU;Allemagne;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;2.8125570958
DEU;9.851;51.11;2011;DEU;Allemagne;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;5.42
DEU;9.851;51.11;2011;DEU;Allemagne;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;77.674
DEU;9.851;51.11;2011;DEU;Allemagne;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;62400.788
DEU;9.851;51.11;2011;DEU;Allemagne;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;43965.0
DEU;9.851;51.11;2011;DEU;Allemagne;Patrimoine net médian;Patrimoine net médian;USD_HH_PPP;Dollars des É-U par ménage, PPA convertis;HSL_1;Revenu et patrimoine;85677.0
DEU;9.851;51.11;2011;DEU;Allemagne;Patrimoine financier liquide équivalent insuffisant pour se maintenir au-dessus du seuil national annuel de pauvreté monétaire relative pendant trois mois;Patrimoine financier liquide équivalent insuffisant pour se maintenir au-dessus du seuil national annuel de pauvreté monétaire relative pendant trois mois;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;34.1584265232
DEU;9.851;51.11;2011;DEU;Allemagne;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;8.4599857
DEU;9.851;51.11;2012;DEU;Allemagne;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;81.5248
DEU;9.851;51.11;2012;DEU;Allemagne;Ménages vivant dans des logements surpeuplés;Ménages vivant dans des logements surpeuplés;PT_HH;Pourcentage de ménages;HSL_3;Logement;5.6808557361
DEU;9.851;51.11;2012;DEU;Allemagne;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;79.1975986117
DEU;9.851;51.11;2012;DEU;Allemagne;Décile supérieur des résultats des adultes en calcul;Décile supérieur des résultats des adultes en calcul;FCTR_D1_SCR;Facteur de décile des scores les plus bas;HSL_6;Savoirs et compétences;1.6591076851
DEU;9.851;51.11;2012;DEU;Allemagne;Décile supérieur des résultats des adultes en lecture et écriture;Décile supérieur des résultats des adultes en lecture et écriture;FCTR_D1_SCR;Facteur de décile des scores les plus bas;HSL_6;Savoirs et compétences;1.5897357464
DEU;9.851;51.11;2012;DEU;Allemagne;Adultes ayant de faibles compétences en calcul;Adultes ayant de faibles compétences en calcul;PT_ST;Pourcentage de dépenses chez le même prestataire;HSL_6;Savoirs et compétences;13.336044
DEU;9.851;51.11;2012;DEU;Allemagne;Compétences des adultes en calcul;Compétences des adultes en calcul;PO;Points;HSL_6;Savoirs et compétences;271.7251668
DEU;9.851;51.11;2012;DEU;Allemagne;Compétences des adultes en lecture et écriture;Compétences des adultes en lecture et écriture;PO;Points;HSL_6;Savoirs et compétences;269.808368
DEU;9.851;51.11;2012;DEU;Allemagne;Compétences des élèves en compréhension de l’écrit;Compétences des élèves en compréhension de l’écrit;PO;Points;HSL_6;Savoirs et compétences;507.6765296424
DEU;9.851;51.11;2012;DEU;Allemagne;Compétences des élèves en sciences;Compétences des élèves en sciences;PO;Points;HSL_6;Savoirs et compétences;524.1208003528
DEU;9.851;51.11;2012;DEU;Allemagne;Compétences des élèves en mathématiques;Compétences des élèves en mathématiques;PO;Points;HSL_6;Savoirs et compétences;513.5250556919
DEU;9.851;51.11;2012;DEU;Allemagne;Temps consacré aux interactions sociales;Temps consacré aux interactions sociales;H_WK;Heures par semaine;HSL_7;Liens sociaux;7.0019322
DEU;9.851;51.11;2012;DEU;Allemagne;Accès à des espaces verts;Accès à des espaces verts;PT_POP_URB;Pourcentage de population urbaine;HSL_9;Qualité environnementale;67.5084991329
DEU;9.851;51.11;2012;DEU;Allemagne;Temps libre;Temps libre;H_D;Heures par jour;HSL_4;Equilibre travail-vie;15.623116
DEU;9.851;51.11;2012;DEU;Allemagne;Longues heures de travail non rémunéré;Longues heures de travail non rémunéré;PT_POP_Y15T64;Pourcentage de la population âgée de 15 à 64 ans;HSL_4;Equilibre travail-vie;11.58032
DEU;9.851;51.11;2012;DEU;Allemagne;Écart entre les genres en termes de temps de travail;Écart entre les genres en termes de temps de travail;MN_D;Minutes par jour;HSL_4;Equilibre travail-vie;11.1386186667
DEU;9.851;51.11;2012;DEU;Allemagne;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.2918568001
DEU;9.851;51.11;2012;DEU;Allemagne;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.7
DEU;9.851;51.11;2012;DEU;Allemagne;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;17.6530190274
DEU;9.851;51.11;2012;DEU;Allemagne;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;4.476174276
DEU;9.851;51.11;2012;DEU;Allemagne;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.5
DEU;9.851;51.11;2012;DEU;Allemagne;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;8.4
DEU;9.851;51.11;2012;DEU;Allemagne;Surcharge financière liée au coût du logement;Surcharge financière liée au coût du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;10.4627527297
DEU;9.851;51.11;2012;DEU;Allemagne;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.981956
DEU;9.851;51.11;2012;DEU;Allemagne;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
DEU;9.851;51.11;2012;DEU;Allemagne;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;4.7
DEU;9.851;51.11;2012;DEU;Allemagne;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;9.2
DEU;9.851;51.11;2012;DEU;Allemagne;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;65.4
DEU;9.851;51.11;2012;DEU;Allemagne;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.6
DEU;9.851;51.11;2012;DEU;Allemagne;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;10.777094485
DEU;9.851;51.11;2012;DEU;Allemagne;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;23.3333333333
DEU;9.851;51.11;2012;DEU;Allemagne;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;20.0
DEU;9.851;51.11;2012;DEU;Allemagne;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;77.3333333333
DEU;9.851;51.11;2012;DEU;Allemagne;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;93.1468322202
DEU;9.851;51.11;2012;DEU;Allemagne;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;6.4736885502
DEU;9.851;51.11;2012;DEU;Allemagne;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;19.10093322
DEU;9.851;51.11;2012;DEU;Allemagne;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;16.30434783
DEU;9.851;51.11;2012;DEU;Allemagne;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.28125
DEU;9.851;51.11;2012;DEU;Allemagne;Insécurité sur le marché du travail;Insécurité sur le marché du travail;PT_EARN_PRVS_LST;Pourcentage des gains antérieurs perdus;HSL_2;Travail et qualité de l'emploi;2.0686490536
DEU;9.851;51.11;2012;DEU;Allemagne;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;2.4634674209
DEU;9.851;51.11;2012;DEU;Allemagne;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;5.61
DEU;9.851;51.11;2012;DEU;Allemagne;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;78.202
DEU;9.851;51.11;2012;DEU;Allemagne;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;63233.321
DEU;9.851;51.11;2012;DEU;Allemagne;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;44156.0
DEU;9.851;51.11;2012;DEU;Allemagne;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;7.4434748
DEU;9.851;51.11;2013;DEU;Allemagne;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;84.7878
DEU;9.851;51.11;2013;DEU;Allemagne;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;79.0823224896
DEU;9.851;51.11;2013;DEU;Allemagne;Quintile supérieur de la satisfaction à l’égard de la vie;Quintile supérieur de la satisfaction à l’égard de la vie;FCTR_Q1_SCR_LIFE_SATISFACTION;Facteur de quintile de satisfaction à l'égard de la vie les plus bas;HSL_11;Bien-être subjectif;2.2221691262
DEU;9.851;51.11;2013;DEU;Allemagne;Quintile supérieur de la satisfaction à l’égard des relations personnelles;Quintile supérieur de la satisfaction à l’égard des relations personnelles;FCTR_Q1_SCR_PERS_REL_SATISFACTION;Facteur de quintile de satisfaction des relations personnelle les plus bas;HSL_7;Liens sociaux;2.2147814418
DEU;9.851;51.11;2013;DEU;Allemagne;Quintile supérieur de la satisfaction à l’égard de l’emploi du temps;Quintile supérieur de la satisfaction à l’égard de l’emploi du temps;FCTR_Q1_SCR_TIME_USE;Facteur de quintile de satisfaction à l'égard de l'utilisation du temps les plus bas;HSL_4;Equilibre travail-vie;3.6809700111
DEU;9.851;51.11;2013;DEU;Allemagne;Participation électorale;Participation électorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;71.53
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction à l’égard de la vie;Satisfaction à l’égard de la vie;0_TO_10;Échelle 0-10;HSL_11;Bien-être subjectif;7.2543085296
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction à l’égard de l’emploi du temps;Satisfaction à l’égard de l’emploi du temps;0_TO_10;Échelle 0-10;HSL_4;Equilibre travail-vie;6.5376149031
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction à l’égard des relations personnelles;Satisfaction à l’égard des relations personnelles;0_TO_10;Échelle 0-10;HSL_7;Liens sociaux;7.8063275118
DEU;9.851;51.11;2013;DEU;Allemagne;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.3964200477
DEU;9.851;51.11;2013;DEU;Allemagne;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.6
DEU;9.851;51.11;2013;DEU;Allemagne;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;18.286106115
DEU;9.851;51.11;2013;DEU;Allemagne;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;4.14033722
DEU;9.851;51.11;2013;DEU;Allemagne;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.5
DEU;9.851;51.11;2013;DEU;Allemagne;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9.05
DEU;9.851;51.11;2013;DEU;Allemagne;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.981911
DEU;9.851;51.11;2013;DEU;Allemagne;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction à l’égard des relations personnelles inférieure à 5;Satisfaction à l’égard des relations personnelles inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_7;Liens sociaux;7.8333585672
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction à l’égard de l’emploi du temps inférieure à 5;Satisfaction à l’égard de l’emploi du temps inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_4;Equilibre travail-vie;20.7628193295
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction à l’égard de la vie inférieure à 5;Satisfaction à l’égard de la vie inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_11;Bien-être subjectif;8.4272603862
DEU;9.851;51.11;2013;DEU;Allemagne;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;5.3
DEU;9.851;51.11;2013;DEU;Allemagne;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;9.1
DEU;9.851;51.11;2013;DEU;Allemagne;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;64.9
DEU;9.851;51.11;2013;DEU;Allemagne;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.1
DEU;9.851;51.11;2013;DEU;Allemagne;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;10.777094485
DEU;9.851;51.11;2013;DEU;Allemagne;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;23.3333333333
DEU;9.851;51.11;2013;DEU;Allemagne;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;20.0
DEU;9.851;51.11;2013;DEU;Allemagne;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;77.3333333333
DEU;9.851;51.11;2013;DEU;Allemagne;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;93.1468322202
DEU;9.851;51.11;2013;DEU;Allemagne;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;6.4736885502
DEU;9.851;51.11;2013;DEU;Allemagne;Satisfaction au travail;Satisfaction au travail;0_TO_10;Échelle 0-10;HSL_2;Travail et qualité de l'emploi;6.9127932199
DEU;9.851;51.11;2013;DEU;Allemagne;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;18.61474007
DEU;9.851;51.11;2013;DEU;Allemagne;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;14.32328767
DEU;9.851;51.11;2013;DEU;Allemagne;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.385416667
DEU;9.851;51.11;2013;DEU;Allemagne;Insécurité sur le marché du travail;Insécurité sur le marché du travail;PT_EARN_PRVS_LST;Pourcentage des gains antérieurs perdus;HSL_2;Travail et qualité de l'emploi;1.9730445147
DEU;9.851;51.11;2013;DEU;Allemagne;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;2.3639117334
DEU;9.851;51.11;2013;DEU;Allemagne;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;5.26
DEU;9.851;51.11;2013;DEU;Allemagne;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;78.649
DEU;9.851;51.11;2013;DEU;Allemagne;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;63828.7
DEU;9.851;51.11;2013;DEU;Allemagne;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;44102.0
DEU;9.851;51.11;2013;DEU;Allemagne;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;6.8844528
DEU;9.851;51.11;2014;DEU;Allemagne;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;86.5778
DEU;9.851;51.11;2014;DEU;Allemagne;Ménages vivant dans des logements surpeuplés;Ménages vivant dans des logements surpeuplés;PT_HH;Pourcentage de ménages;HSL_3;Logement;6.1494212598
DEU;9.851;51.11;2014;DEU;Allemagne;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;79.6180233537
DEU;9.851;51.11;2014;DEU;Allemagne;Décile supérieur des ménages les plus riches;Décile supérieur des ménages les plus riches;PT_B90_S14;Pourcentage de la richesse des ménages;HSL_1;Revenu et patrimoine;59.7589073181
DEU;9.851;51.11;2014;DEU;Allemagne;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.4191691452
