ISO3;LON;LAT;Année;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Unité;Unité;Cde_Domaine;Domaine;Valeur_Mesurée
AUT;14.912;47.683;2004;AUT;Autriche;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.5478900496
AUT;14.912;47.683;2004;AUT;Autriche;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;79.3
AUT;14.912;47.683;2004;AUT;Autriche;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;28.2979850922
AUT;14.912;47.683;2004;AUT;Autriche;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;10.74404862
AUT;14.912;47.683;2004;AUT;Autriche;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.8
AUT;14.912;47.683;2004;AUT;Autriche;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.998993
AUT;14.912;47.683;2004;AUT;Autriche;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
AUT;14.912;47.683;2004;AUT;Autriche;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;2.3
AUT;14.912;47.683;2004;AUT;Autriche;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;10.7
AUT;14.912;47.683;2004;AUT;Autriche;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;71.2
AUT;14.912;47.683;2004;AUT;Autriche;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.6
AUT;14.912;47.683;2004;AUT;Autriche;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;15.15308815
AUT;14.912;47.683;2004;AUT;Autriche;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;22.43079216
AUT;14.912;47.683;2004;AUT;Autriche;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.230363278
AUT;14.912;47.683;2004;AUT;Autriche;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;10.977864
AUT;14.912;47.683;2004;AUT;Autriche;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.5396965178
AUT;14.912;47.683;2004;AUT;Autriche;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;11.24
AUT;14.912;47.683;2004;AUT;Autriche;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;69.865
AUT;14.912;47.683;2004;AUT;Autriche;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;68251.938
AUT;14.912;47.683;2004;AUT;Autriche;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;42817.0
AUT;14.912;47.683;2005;AUT;Autriche;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;23.1404
AUT;14.912;47.683;2005;AUT;Autriche;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.2863387642
AUT;14.912;47.683;2005;AUT;Autriche;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;79.5
AUT;14.912;47.683;2005;AUT;Autriche;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;27.8040978906
AUT;14.912;47.683;2005;AUT;Autriche;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;9.334175516
AUT;14.912;47.683;2005;AUT;Autriche;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.8
AUT;14.912;47.683;2005;AUT;Autriche;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.999008
AUT;14.912;47.683;2005;AUT;Autriche;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
AUT;14.912;47.683;2005;AUT;Autriche;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;3.2
AUT;14.912;47.683;2005;AUT;Autriche;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;9.6
AUT;14.912;47.683;2005;AUT;Autriche;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;71.7
AUT;14.912;47.683;2005;AUT;Autriche;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.3
AUT;14.912;47.683;2005;AUT;Autriche;Tension au travail;Tension au travail;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;30.9900608063
AUT;14.912;47.683;2005;AUT;Autriche;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;15.27596164
AUT;14.912;47.683;2005;AUT;Autriche;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;22.03208575
AUT;14.912;47.683;2005;AUT;Autriche;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.257089585
AUT;14.912;47.683;2005;AUT;Autriche;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;10.149777
AUT;14.912;47.683;2005;AUT;Autriche;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.4475229961
AUT;14.912;47.683;2005;AUT;Autriche;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;11.05
AUT;14.912;47.683;2005;AUT;Autriche;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;70.806
AUT;14.912;47.683;2005;AUT;Autriche;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;68622.299
AUT;14.912;47.683;2005;AUT;Autriche;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;44034.0
AUT;14.912;47.683;2006;AUT;Autriche;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;33.117
AUT;14.912;47.683;2006;AUT;Autriche;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.5407381449
AUT;14.912;47.683;2006;AUT;Autriche;Compétences des élèves en compréhension de l’écrit;Compétences des élèves en compréhension de l’écrit;PO;Points;HSL_6;Savoirs et compétences;490.1939773816
AUT;14.912;47.683;2006;AUT;Autriche;Compétences des élèves en sciences;Compétences des élèves en sciences;PO;Points;HSL_6;Savoirs et compétences;510.8371545182
AUT;14.912;47.683;2006;AUT;Autriche;Compétences des élèves en mathématiques;Compétences des élèves en mathématiques;PO;Points;HSL_6;Savoirs et compétences;505.4835984775
AUT;14.912;47.683;2006;AUT;Autriche;Participation électorale;Participation électorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;78.49
AUT;14.912;47.683;2006;AUT;Autriche;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.1
AUT;14.912;47.683;2006;AUT;Autriche;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;26.6944165335
AUT;14.912;47.683;2006;AUT;Autriche;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;8.828536636
AUT;14.912;47.683;2006;AUT;Autriche;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.8
AUT;14.912;47.683;2006;AUT;Autriche;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.999016
AUT;14.912;47.683;2006;AUT;Autriche;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
AUT;14.912;47.683;2006;AUT;Autriche;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;3.8
AUT;14.912;47.683;2006;AUT;Autriche;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;7.8
AUT;14.912;47.683;2006;AUT;Autriche;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;72.0
AUT;14.912;47.683;2006;AUT;Autriche;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;7.8
AUT;14.912;47.683;2006;AUT;Autriche;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;6.5339135407
AUT;14.912;47.683;2006;AUT;Autriche;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;18.0
AUT;14.912;47.683;2006;AUT;Autriche;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;21.0
AUT;14.912;47.683;2006;AUT;Autriche;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;75.0
AUT;14.912;47.683;2006;AUT;Autriche;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;91.6049182182
AUT;14.912;47.683;2006;AUT;Autriche;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;6.2269568864
AUT;14.912;47.683;2006;AUT;Autriche;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;15.78991506
AUT;14.912;47.683;2006;AUT;Autriche;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;21.85513043
AUT;14.912;47.683;2006;AUT;Autriche;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.30406532
AUT;14.912;47.683;2006;AUT;Autriche;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;9.870388
AUT;14.912;47.683;2006;AUT;Autriche;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.4806759903
AUT;14.912;47.683;2006;AUT;Autriche;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;10.67
AUT;14.912;47.683;2006;AUT;Autriche;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;72.09
AUT;14.912;47.683;2006;AUT;Autriche;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;69651.63
AUT;14.912;47.683;2006;AUT;Autriche;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;45186.0
AUT;14.912;47.683;2007;AUT;Autriche;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;46.1463
AUT;14.912;47.683;2007;AUT;Autriche;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.9183867474
AUT;14.912;47.683;2007;AUT;Autriche;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.3652549494
AUT;14.912;47.683;2007;AUT;Autriche;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.3
AUT;14.912;47.683;2007;AUT;Autriche;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;27.6898711764
AUT;14.912;47.683;2007;AUT;Autriche;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;8.329830425
AUT;14.912;47.683;2007;AUT;Autriche;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.6
AUT;14.912;47.683;2007;AUT;Autriche;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9.6573853061
AUT;14.912;47.683;2007;AUT;Autriche;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.999023
AUT;14.912;47.683;2007;AUT;Autriche;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
AUT;14.912;47.683;2007;AUT;Autriche;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;2.6
AUT;14.912;47.683;2007;AUT;Autriche;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;10.9
AUT;14.912;47.683;2007;AUT;Autriche;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;72.3
AUT;14.912;47.683;2007;AUT;Autriche;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.4
AUT;14.912;47.683;2007;AUT;Autriche;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;16.19348248
AUT;14.912;47.683;2007;AUT;Autriche;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;21.63427637
AUT;14.912;47.683;2007;AUT;Autriche;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.366039953
AUT;14.912;47.683;2007;AUT;Autriche;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;8.7249842
AUT;14.912;47.683;2007;AUT;Autriche;Insécurité sur le marché du travail;Insécurité sur le marché du travail;PT_EARN_PRVS_LST;Pourcentage des gains antérieurs perdus;HSL_2;Travail et qualité de l'emploi;1.4546896219
AUT;14.912;47.683;2007;AUT;Autriche;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.3413049521
AUT;14.912;47.683;2007;AUT;Autriche;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;10.81
AUT;14.912;47.683;2007;AUT;Autriche;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;73.36
AUT;14.912;47.683;2007;AUT;Autriche;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;70059.18
AUT;14.912;47.683;2007;AUT;Autriche;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;46205.0
AUT;14.912;47.683;2008;AUT;Autriche;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;54.4969
AUT;14.912;47.683;2008;AUT;Autriche;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.7264356056
AUT;14.912;47.683;2008;AUT;Autriche;Participation électorale;Participation électorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;78.81
AUT;14.912;47.683;2008;AUT;Autriche;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.2636827641
AUT;14.912;47.683;2008;AUT;Autriche;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.6
AUT;14.912;47.683;2008;AUT;Autriche;Décès dus au suicide, à l’alcool ou à la drogue;Décès dus au suicide, à l’alcool ou à la drogue;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_5;Santé;24.921699668
AUT;14.912;47.683;2008;AUT;Autriche;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;8.159590535
AUT;14.912;47.683;2008;AUT;Autriche;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.6
AUT;14.912;47.683;2008;AUT;Autriche;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;9.3020485346
AUT;14.912;47.683;2008;AUT;Autriche;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.999031
AUT;14.912;47.683;2008;AUT;Autriche;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
AUT;14.912;47.683;2008;AUT;Autriche;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;14.0
AUT;14.912;47.683;2008;AUT;Autriche;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;70.0
AUT;14.912;47.683;2008;AUT;Autriche;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;8.9
AUT;14.912;47.683;2008;AUT;Autriche;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;8.0811756718
AUT;14.912;47.683;2008;AUT;Autriche;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;20.0
AUT;14.912;47.683;2008;AUT;Autriche;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;19.0
AUT;14.912;47.683;2008;AUT;Autriche;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;77.3333333333
AUT;14.912;47.683;2008;AUT;Autriche;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;91.452772301
AUT;14.912;47.683;2008;AUT;Autriche;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;7.8462921317
AUT;14.912;47.683;2008;AUT;Autriche;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;15.86555579
AUT;14.912;47.683;2008;AUT;Autriche;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;20.91732027
AUT;14.912;47.683;2008;AUT;Autriche;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.319584934
AUT;14.912;47.683;2008;AUT;Autriche;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;8.9309807
AUT;14.912;47.683;2008;AUT;Autriche;Insécurité sur le marché du travail;Insécurité sur le marché du travail;PT_EARN_PRVS_LST;Pourcentage des gains antérieurs perdus;HSL_2;Travail et qualité de l'emploi;1.4040522575
AUT;14.912;47.683;2008;AUT;Autriche;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.0191233506
AUT;14.912;47.683;2008;AUT;Autriche;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;10.49
AUT;14.912;47.683;2008;AUT;Autriche;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;74.34
AUT;14.912;47.683;2008;AUT;Autriche;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;71218.017
AUT;14.912;47.683;2008;AUT;Autriche;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;46668.0
AUT;14.912;47.683;2008;AUT;Autriche;Écart entre les genres en termes de temps de travail;Écart entre les genres en termes de temps de travail;MN_D;Minutes par jour;HSL_4;Equilibre travail-vie;13.5818923752
AUT;14.912;47.683;2008;AUT;Autriche;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;3.9
AUT;14.912;47.683;2009;AUT;Autriche;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;57.8027
AUT;14.912;47.683;2009;AUT;Autriche;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.6919805343
AUT;14.912;47.683;2009;AUT;Autriche;Compétences des élèves en compréhension de l’écrit;Compétences des élèves en compréhension de l’écrit;PO;Points;HSL_6;Savoirs et compétences;470.2836321014
AUT;14.912;47.683;2009;AUT;Autriche;Compétences des élèves en sciences;Compétences des élèves en sciences;PO;Points;HSL_6;Savoirs et compétences;494.3276731544
AUT;14.912;47.683;2009;AUT;Autriche;Compétences des élèves en mathématiques;Compétences des élèves en mathématiques;PO;Points;HSL_6;Savoirs et compétences;495.9086552519
AUT;14.912;47.683;2009;AUT;Autriche;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.5012318678
AUT;14.912;47.683;2009;AUT;Autriche;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;80.5
